Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,xG,npxG,xA,npxG+xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA.1,Matches,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,Succ,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog.1,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
Ruben Aguilar,fr FRA,DF,Monaco,fr Ligue 1,29,1993,6,4,318,3.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,177,221,80.1,3029,1363,87,102,85.3,74,82,90.2,15,30,50.0,0.0,0,15,6,1,18,185,36,0,22,2,3,0,0,0,0,126,46,49,4,169,10,35,0,0,1,8,8,1,0.28,1,0,0,0,0,0,0.00,0,0,0,0,0,0,8,6,5,2,1,1,10.0,9,12,28.6,20,15,7,0,1,14,12,0,253,16,4,60.0,3,0,148,0,2,2,171,157,91.8,2,53,35.3,64,2,2,32,0,2.17,4,5,-1,-0.28,-1.37,5.1,6.5,-1.4,-0.39,-0.62,0,5,0,0,0,30,3,5,37.5,Big-5-European-Leagues,Big5,2022-2023
Naouirou Ahamada,fr FRA,MF,Stuttgart,de Bundesliga,20,2002,9,9,750,8.3,1,0,1,0,0,2,0,0.12,0.00,0.12,0.12,0.12,0.3,0.3,0.2,0.4,0.03,0.02,0.05,0.03,0.05,Matches,5,2,40.0,0.60,0.24,0.20,0.50,21.6,0,0.05,+0.7,+0.7,206,245,84.1,3437,691,104,114,91.2,88,96,91.7,13,26,50.0,-0.2,4,19,3,1,20,240,5,0,42,1,4,0,0,0,0,198,24,23,29,203,5,2,1,0,5,7,7,17,2.04,15,0,0,0,1,3,0.36,3,0,0,0,0,0,11,5,5,4,2,3,33.3,6,30,29.7,37,35,29,0,9,19,5,0,340,8,14,30.4,9,0,256,5,16,6,259,226,87.3,26,83,92.6,83,2,0,,0,0.56,7,12,-5,-0.60,-0.60,8.9,9.4,-0.5,-0.06,+1.06,0,11,0,0,0,61,8,11,42.1,Big-5-European-Leagues,Big5,2022-2023
Jean-Eudes Aholou,ci CIV,MF,Strasbourg,fr Ligue 1,28,1994,9,5,431,4.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,1.0,1.3,0.06,0.22,0.28,0.06,0.28,Matches,3,1,33.3,0.63,0.21,0.00,0.00,16.2,0,0.10,-0.3,-0.3,90,148,60.8,1396,467,49,68,72.1,32,54,59.3,6,18,33.3,-1.0,6,6,5,0,12,145,3,2,25,0,5,0,0,0,0,93,27,28,98,30,9,1,1,0,7,8,3,10,2.09,8,0,1,1,0,0,0.00,0,0,0,0,0,0,17,11,7,6,4,4,44.4,5,30,33.7,15,50,24,0,9,20,8,1,219,7,15,53.3,8,1,125,3,12,5,158,137,86.7,13,48,43.5,73,0,4,17,2,0.56,3,5,-2,-0.42,+0.39,6.0,6.0,0.0,0.00,+0.93,0,8,0,0,0,33,9,9,50.0,Big-5-European-Leagues,Big5,2022-2023
Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,27,1995,8,8,720,8.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02,Matches,2,0,0.0,0.25,0.00,0.00,,24.1,0,0.03,-0.1,-0.1,342,409,83.6,7940,2354,89,98,90.8,160,177,90.4,91,125,72.8,-0.1,1,20,2,1,20,401,8,0,39,5,1,0,0,0,0,317,21,71,77,301,16,0,5,3,11,6,7,3,0.37,3,0,0,0,0,0,0.00,0,0,0,0,0,0,17,12,13,4,0,5,45.5,6,24,37.5,36,28,0,0,7,24,28,1,466,75,2,100.0,1,0,311,0,0,3,315,312,99.0,0,90,100.0,90,8,0,,0,1.25,9,14,-5,-0.62,,7.5,11.2,-3.7,-0.46,,0,7,0,0,0,76,11,16,40.7,Big-5-European-Leagues,Big5,2022-2023
Ola Aina,ng NGA,DF,Torino,it Serie A,26,1996,8,5,413,4.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.1,1.3,0.05,0.24,0.29,0.05,0.29,Matches,5,2,40.0,1.09,0.44,0.00,0.00,18.3,0,0.05,-0.2,-0.2,212,281,75.4,3899,1755,93,105,88.6,89,112,79.5,26,52,50.0,-1.1,6,17,9,5,29,222,59,0,19,9,22,0,0,0,0,158,64,59,57,152,10,55,0,3,7,6,11,11,2.40,9,0,2,0,0,1,0.22,1,0,0,0,0,0,10,5,1,7,2,5,71.4,2,14,31.1,15,18,12,0,10,16,7,0,335,14,10,52.9,9,0,200,4,5,4,226,205,90.7,10,52,51.0,71,2,3,20,1,1.38,3,4,-1,-0.22,+0.24,6.9,5.5,+1.4,+0.31,+0.11,0,10,0,1,0,34,10,3,76.9,Big-5-European-Leagues,Big5,2022-2023
Rayan AÃ¯t Nouri,fr FRA,DF,Wolves,eng Premier League,21,2001,8,6,560,6.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.9,1.1,0.03,0.14,0.17,0.03,0.17,Matches,4,2,50.0,0.64,0.32,0.00,0.00,14.5,0,0.04,-0.2,-0.2,285,338,84.3,4797,1796,146,163,89.6,118,131,90.1,18,27,66.7,-0.9,6,21,11,4,34,283,55,0,42,2,8,0,0,0,0,229,70,39,231,35,14,51,1,0,2,9,16,13,2.09,10,0,3,0,0,0,0.00,0,0,0,0,0,0,15,8,12,2,1,3,60.0,2,33,34.0,42,39,16,0,7,24,13,0,417,22,17,57.7,17,2,283,2,7,11,294,267,90.8,23,70,69.1,85,4,2,25,1,0.63,2,9,-7,-1.13,-0.41,5.6,6.8,-1.2,-0.19,+0.60,0,8,0,1,1,43,9,11,45.0,Big-5-European-Leagues,Big5,2022-2023
Emanuel Aiwum,at AUT,DF,Cremonese,it Serie A,21,2000,8,6,517,5.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.03,0.03,0.06,0.03,0.06,Matches,3,1,33.3,0.52,0.17,0.00,0.00,14.7,0,0.06,-0.2,-0.2,224,281,79.7,4199,1421,82,87,94.3,115,136,84.6,23,49,46.9,-0.2,3,16,4,0,17,239,42,0,27,5,1,0,0,0,0,194,27,60,28,219,7,25,0,1,5,4,7,6,1.04,6,0,0,0,0,0,0.00,0,0,0,0,0,0,21,11,12,8,1,8,66.7,4,21,26.9,31,37,10,0,3,31,19,0,340,43,3,60.0,3,1,207,0,2,1,205,194,94.6,1,65,63.8,82,3,2,14,1,0.25,2,14,-12,-2.09,-2.09,4.5,15.4,-10.9,-1.90,-1.57,0,11,0,0,0,45,7,7,50.0,Big-5-European-Leagues,Big5,2022-2023
Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,24,1998,4,4,330,3.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.04,0.00,0.04,0.04,0.04,Matches,1,0,0.0,0.27,0.00,0.00,,5.0,0,0.16,-0.2,-0.2,123,144,85.4,2461,1009,48,53,90.6,57,61,93.4,16,25,64.0,0.0,0,11,0,0,8,129,15,0,13,1,1,0,0,0,0,98,19,27,4,120,7,12,0,0,0,4,4,1,0.27,1,0,0,0,0,0,0.00,0,0,0,0,0,0,4,2,2,1,1,2,50.0,2,8,29.6,15,9,3,0,4,8,11,0,177,23,4,75.0,3,0,111,0,1,3,118,111,94.1,6,83,36.7,83,3,0,,1,1.00,3,8,-5,-1.36,-2.31,3.5,5.1,-1.6,-0.44,-0.90,0,2,0,0,0,22,4,6,40.0,Big-5-European-Leagues,Big5,2022-2023
Ludovic Ajorque,re REU,FW,Strasbourg,fr Ligue 1,28,1994,7,4,339,3.8,1,0,0,1,1,1,0,0.27,0.00,0.27,0.00,0.00,1.8,1.0,0.3,1.3,0.47,0.09,0.56,0.26,0.35,Matches,11,3,27.3,2.92,0.80,0.00,0.00,15.1,1,0.09,-0.8,-1.0,94,125,75.2,1334,111,56,70,80.0,28,38,73.7,4,7,57.1,-0.3,6,3,2,0,3,122,3,0,37,1,1,0,0,0,0,65,43,17,73,15,14,0,7,0,1,7,2,8,2.12,8,0,0,0,0,1,0.27,1,0,0,0,0,0,1,0,0,1,0,1,100.0,0,9,30.0,1,12,17,0,2,2,2,0,157,2,24,0.0,0,0,66,0,6,1,207,133,64.3,31,48,34.2,71,1,3,19,0,0.71,2,6,-4,-1.06,-0.65,4.4,5.5,-1.0,-0.28,+0.38,0,7,0,0,0,10,18,20,47.4,Big-5-European-Leagues,Big5,2022-2023
Manuel Akanji,ch SUI,DF,Manchester City,eng Premier League,27,1995,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.06,0.00,0.06,0.06,0.06,Matches,3,0,0.0,1.00,0.00,0.00,,12.7,0,0.06,-0.2,-0.2,233,245,95.1,4514,1335,87,90,96.7,114,117,97.4,28,34,82.4,0.0,0,9,0,0,10,236,9,0,12,3,0,0,0,0,0,215,9,21,56,176,7,6,0,0,3,2,1,2,0.67,2,0,0,0,0,0,0.00,0,0,0,0,0,0,8,6,4,4,0,8,100.0,0,9,47.4,13,4,2,0,3,12,5,0,265,22,4,100.0,1,0,195,0,0,1,219,213,97.3,3,90,33.3,90,3,0,,0,3.00,13,3,+10,+3.33,+1.00,6.7,2.1,+4.6,+1.53,-0.36,0,2,0,0,0,22,5,4,55.6,Big-5-European-Leagues,Big5,2022-2023
Nathan AkÃ©,nl NED,DF,Manchester City,eng Premier League,27,1995,6,5,391,4.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.2,0.04,0.02,0.06,0.04,0.06,Matches,3,0,0.0,0.69,0.00,0.00,,10.6,0,0.05,-0.2,-0.2,361,386,93.5,6946,2302,123,129,95.3,196,206,95.1,35,41,85.4,-0.1,1,23,0,0,10,382,4,0,22,6,1,0,0,0,0,333,19,34,273,86,16,0,0,0,2,3,2,3,0.69,2,0,0,0,0,0,0.00,0,0,0,0,0,0,4,4,3,1,0,2,100.0,0,5,31.3,6,9,1,0,3,7,9,0,412,35,6,,0,0,312,0,0,0,349,340,97.4,0,65,48.3,76,4,1,11,1,2.33,17,3,+14,+3.22,+1.07,9.9,2.4,+7.5,+1.74,-0.06,0,1,0,0,0,41,12,3,80.0,Big-5-European-Leagues,Big5,2022-2023
Sergio Akieme,es ESP,DF,AlmerÃ­a,es La Liga,24,1997,8,8,720,8.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.5,0.02,0.04,0.06,0.02,0.06,Matches,7,2,28.6,0.87,0.25,0.00,0.00,24.8,0,0.03,-0.2,-0.2,263,333,79.0,4855,2014,119,137,86.9,107,126,84.9,33,61,54.1,-0.3,4,16,8,6,17,259,74,0,44,12,18,0,0,0,0,174,81,78,234,17,12,67,0,4,6,9,9,8,1.00,7,0,1,0,0,1,0.12,1,0,0,0,0,0,17,13,8,8,1,4,50.0,4,29,41.4,31,31,8,0,14,22,17,0,408,32,7,72.7,8,0,247,5,5,5,243,215,88.5,10,90,100.0,90,8,0,,0,0.88,7,12,-5,-0.62,,6.9,11.4,-4.5,-0.56,,0,7,0,0,0,61,4,8,33.3,Big-5-European-Leagues,Big5,2022-2023
Maghnes Akliouche,fr FRA,"MF,FW",Monaco,fr Ligue 1,20,2002,4,2,174,1.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.06,0.11,0.17,0.06,0.17,Matches,1,1,100.0,0.52,0.52,0.00,0.00,8.1,0,0.12,-0.1,-0.1,55,72,76.4,793,187,34,39,87.2,20,27,74.1,1,2,50.0,-0.2,5,2,3,1,7,72,0,0,9,1,4,0,0,0,0,63,4,5,62,10,0,0,0,1,0,5,4,6,3.10,5,0,0,0,1,0,0.00,0,0,0,0,0,0,6,4,2,4,0,1,50.0,1,16,38.1,11,15,16,0,2,7,3,0,98,3,8,28.6,4,1,65,0,2,5,96,75,78.1,9,44,19.3,55,0,2,32,4,2.50,2,0,+2,+1.03,+0.54,2.2,2.3,-0.1,-0.06,-0.09,0,2,0,0,0,8,1,3,25.0,Big-5-European-Leagues,Big5,2022-2023
Paul Akouokou,ci CIV,MF,Betis,es La Liga,24,1997,4,1,117,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches,1,1,100.0,0.77,0.77,0.00,0.00,23.0,0,0.03,0.0,0.0,61,64,95.3,1228,230,26,27,96.3,18,18,100.0,17,18,94.4,0.0,0,7,1,0,3,61,3,0,6,4,0,0,0,0,0,54,3,7,9,55,0,0,0,0,0,1,1,1,0.77,0,0,0,0,0,0,0.00,0,0,0,0,0,0,4,3,2,2,0,3,75.0,1,4,19.0,12,9,0,0,2,6,1,0,76,6,0,0.0,0,0,48,0,1,0,53,52,98.1,0,29,16.3,90,1,3,9,3,2.25,0,1,-1,-0.77,-1.66,1.5,1.5,0.0,-0.02,-0.05,0,1,0,0,0,12,0,2,0.0,Big-5-European-Leagues,Big5,2022-2023
Jean-Daniel Akpa-Akpro,ci CIV,MF,Empoli,it Serie A,30,1992,2,0,58,0.6,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.4,0.08,0.51,0.59,0.08,0.59,Matches,1,0,0.0,1.55,0.00,0.00,,21.2,0,0.05,0.0,0.0,15,17,88.2,248,69,7,7,100.0,7,8,87.5,1,1,100.0,-0.3,1,0,1,0,1,17,0,0,2,0,1,0,0,0,0,13,3,1,1,13,2,0,0,0,0,0,1,1,1.55,1,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,0,,0,5,33.3,3,8,4,0,1,2,1,0,26,2,0,50.0,1,0,17,0,2,1,19,15,78.9,2,29,7.2,,0,2,29,0,0.50,1,2,-1,-1.55,-1.31,0.8,1.6,-0.8,-1.30,-0.81,0,3,0,0,0,6,1,1,50.0,Big-5-European-Leagues,Big5,2022-2023
Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,27,1995,8,5,487,5.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.03,0.04,0.01,0.04,Matches,1,0,0.0,0.18,0.00,0.00,,9.0,0,0.07,-0.1,-0.1,186,233,79.8,3854,1395,62,71,87.3,93,102,91.2,29,54,53.7,-0.1,1,20,2,0,19,223,10,0,27,6,0,0,0,0,0,170,17,46,31,179,10,3,1,0,9,3,4,2,0.37,2,0,0,0,0,0,0.00,0,0,0,0,0,0,20,10,11,7,2,5,50.0,5,24,30.0,41,32,7,0,12,29,19,0,309,29,4,33.3,1,0,184,0,5,8,188,183,97.3,1,61,54.1,81,4,3,27,2,1.75,5,3,+2,+0.37,-0.72,7.6,6.0,+1.6,+0.30,-0.70,0,11,0,0,0,50,13,12,52.0,Big-5-European-Leagues,Big5,2022-2023
David Alaba,at AUT,DF,Real Madrid,es La Liga,30,1992,8,7,633,7.0,1,3,1,0,0,2,0,0.14,0.43,0.57,0.14,0.57,0.7,0.7,0.5,1.2,0.10,0.07,0.16,0.10,0.16,Matches,9,1,11.1,1.28,0.14,0.11,1.00,20.1,4,0.08,+0.3,+0.3,374,423,88.4,6483,2115,190,197,96.4,141,155,91.0,37,57,64.9,+2.5,10,31,4,1,21,387,36,2,28,7,6,2,2,0,0,336,40,47,342,49,7,22,0,2,6,4,6,13,1.85,10,2,0,0,0,4,0.57,3,0,0,1,0,0,4,4,2,2,0,2,66.7,1,15,30.0,11,26,13,0,4,13,11,0,468,41,14,50.0,1,0,323,1,5,3,358,347,96.9,18,79,87.9,88,6,1,17,0,2.75,18,6,+12,+1.71,+1.71,13.1,5.3,+7.7,+1.10,-1.93,0,3,0,0,0,45,3,4,42.9,Big-5-European-Leagues,Big5,2022-2023
TomÃ¡s AlarcÃ³n,cl CHI,MF,CÃ¡diz,es La Liga,23,1999,4,2,223,2.5,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.03,0.04,0.01,0.04,Matches,2,1,50.0,0.81,0.40,0.00,0.00,36.0,0,0.01,0.0,0.0,75,95,78.9,1922,442,18,23,78.3,32,40,80.0,23,30,76.7,-0.1,1,8,1,0,10,87,8,0,13,10,2,2,1,1,0,58,9,28,3,82,6,0,1,0,2,1,1,2,0.81,0,1,0,1,0,0,0.00,0,0,0,0,0,0,4,2,1,1,2,1,100.0,0,10,27.0,4,18,15,0,1,8,2,0,116,3,2,50.0,1,0,67,0,1,2,79,75,94.9,6,56,31.0,83,1,2,29,0,0.00,0,7,-7,-2.83,-1.74,1.6,5.6,-4.0,-1.62,-0.70,1,4,0,0,0,19,4,2,66.7,Big-5-European-Leagues,Big5,2022-2023
Lucas Alario,ar ARG,FW,Eint Frankfurt,de Bundesliga,30,1992,5,2,209,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.4,1.4,0.0,1.4,0.59,0.00,0.59,0.59,0.59,Matches,7,1,14.3,3.01,0.43,0.00,0.00,15.3,0,0.20,-1.4,-1.4,32,38,84.2,462,64,18,23,78.3,12,13,92.3,1,1,100.0,0.0,0,3,0,0,1,31,7,0,8,0,0,0,0,0,0,23,10,5,3,24,6,0,1,0,0,0,0,4,1.72,3,0,1,0,0,1,0.43,1,0,0,0,0,0,5,5,3,0,2,0,,0,12,33.3,4,11,21,0,1,5,6,0,70,6,15,100.0,2,0,28,1,8,3,74,40,54.1,12,42,25.8,78,1,3,18,4,1.00,2,6,-4,-1.72,-2.32,3.3,2.4,+0.9,+0.39,+0.51,0,5,0,0,0,10,9,17,34.6,Big-5-European-Leagues,Big5,2022-2023
Jordi Alba,es ESP,DF,Barcelona,es La Liga,33,1989,5,3,291,3.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.04,0.11,0.15,0.04,0.15,Matches,2,0,0.0,0.62,0.00,0.00,,20.6,0,0.06,-0.1,-0.1,286,330,86.7,4894,1500,147,167,88.0,102,108,94.4,28,40,70.0,-0.4,5,41,4,1,25,284,46,0,12,6,8,0,0,0,0,239,49,42,257,30,7,32,1,0,2,9,9,8,2.47,6,2,0,0,0,0,0.00,0,0,0,0,0,0,4,4,3,1,0,2,40.0,3,9,37.5,15,7,2,0,6,8,4,0,353,9,7,0.0,0,0,245,1,0,1,261,250,95.8,6,58,40.4,82,0,2,23,3,2.60,3,0,+3,+0.93,-2.43,5.6,2.9,+2.8,+0.86,-1.53,0,2,0,0,0,36,3,4,42.9,Big-5-European-Leagues,Big5,2022-2023
Luis Alberto,es ESP,MF,Lazio,it Serie A,30,1992,9,3,353,3.9,3,0,3,0,0,1,0,0.76,0.00,0.76,0.76,0.76,0.6,0.6,0.6,1.2,0.15,0.16,0.31,0.15,0.31,Matches,7,5,71.4,1.78,1.27,0.43,0.60,17.6,0,0.08,+2.4,+2.4,192,242,79.3,3266,1079,93,103,90.3,69,84,82.1,21,39,53.8,-0.6,8,13,10,0,24,212,30,2,28,8,8,15,5,7,0,172,26,44,12,222,5,0,0,2,5,6,4,14,3.57,8,5,1,0,0,4,1.02,4,0,0,0,0,0,7,5,5,1,1,3,25.0,9,20,32.3,23,26,13,0,2,10,1,0,281,6,10,44.4,5,0,192,2,4,3,218,201,92.2,9,39,43.6,65,0,6,26,0,2.22,14,1,+13,+3.31,+2.72,6.1,5.2,+0.9,+0.23,+0.24,0,5,0,0,0,28,3,3,50.0,Big-5-European-Leagues,Big5,2022-2023
RaÃºl Albiol,es ESP,DF,Villarreal,es La Liga,37,1985,8,8,720,8.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,1,0,0.0,0.12,0.00,0.00,,30.0,0,0.02,0.0,0.0,425,473,89.9,10167,2764,74,80,92.5,238,249,95.6,106,135,78.5,0.0,0,22,2,0,29,460,13,0,34,18,0,0,0,0,0,374,32,67,74,377,10,0,0,2,6,6,2,4,0.50,4,0,0,0,0,0,0.00,0,0,0,0,0,0,10,6,6,3,1,6,85.7,1,19,51.4,19,16,2,0,6,16,37,0,540,86,2,0.0,0,0,357,0,1,0,388,386,99.5,0,90,100.0,90,8,0,,0,1.50,10,3,+7,+0.87,,13.3,7.1,+6.2,+0.77,,0,7,0,0,0,73,20,8,71.4,Big-5-European-Leagues,Big5,2022-2023
Marc Albrighton,eng ENG,MF,Leicester City,eng Premier League,32,1989,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,5,5,100.0,61,23,4,4,100.0,1,1,100.0,0,0,,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0.0,1,1,0,0,0,0,0,0,6,0,0,,0,0,3,0,0,0,5,5,100.0,0,6,0.7,,0,1,6,8,3.00,0,0,0,0.00,+1.01,0.0,0.2,-0.2,-3.15,-2.78,0,0,0,0,0,1,0,0,,Big-5-European-Leagues,Big5,2022-2023
Thiago AlcÃ¡ntara,es ESP,MF,Liverpool,eng Premier League,31,1991,3,3,228,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.11,0.11,0.00,0.11,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,160,189,84.7,3223,883,62,67,92.5,64,70,91.4,25,38,65.8,-0.3,3,19,2,0,18,180,9,0,31,11,0,0,0,0,0,132,19,38,16,160,6,1,0,1,4,6,4,4,1.58,4,0,0,0,0,0,0.00,0,0,0,0,0,0,5,5,2,3,0,1,20.0,4,15,39.5,14,23,1,0,3,9,1,0,218,7,0,50.0,1,0,152,0,1,4,168,158,94.0,10,76,31.7,76,1,0,,0,0.67,5,7,-2,-0.79,-2.62,2.6,4.7,-2.1,-0.85,-1.93,0,4,0,1,0,30,6,3,66.7,Big-5-European-Leagues,Big5,2022-2023
RubÃ©n Alcaraz,es ESP,MF,CÃ¡diz,es La Liga,31,1991,4,2,213,2.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.11,0.02,0.13,0.11,0.13,Matches,5,0,0.0,2.11,0.00,0.00,,20.6,1,0.05,-0.3,-0.3,88,104,84.6,2117,525,27,31,87.1,39,43,90.7,22,28,78.6,0.0,1,15,1,0,9,98,6,0,10,8,1,1,0,1,0,74,6,24,9,86,8,0,0,0,0,3,1,1,0.42,0,1,0,0,0,0,0.00,0,0,0,0,0,0,4,3,0,4,0,1,16.7,5,16,34.8,15,23,8,0,2,6,4,0,137,6,3,0.0,0,0,87,1,8,2,80,77,96.3,0,53,29.6,75,0,2,32,0,1.25,3,4,-1,-0.42,+1.71,1.9,4.3,-2.3,-0.97,+0.22,0,4,0,0,0,38,5,2,71.4,Big-5-European-Leagues,Big5,2022-2023
IvÃ¡n Alejo,es ESP,"MF,FW",CÃ¡diz,es La Liga,27,1995,8,6,488,5.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.02,0.05,0.07,0.02,0.07,Matches,6,1,16.7,1.11,0.18,0.00,0.00,27.9,0,0.02,-0.1,-0.1,81,135,60.0,1319,330,50,66,75.8,23,39,59.0,7,21,33.3,-0.3,5,4,5,4,3,129,6,0,20,6,25,0,0,0,0,61,31,43,12,97,12,5,0,1,2,3,16,11,2.03,8,1,0,1,0,0,0.00,0,0,0,0,0,0,15,9,9,5,1,4,23.5,13,31,22.8,44,58,34,0,6,21,7,0,223,14,11,30.8,5,0,149,1,11,16,191,140,73.3,29,61,67.8,72,1,2,28,0,0.63,1,9,-8,-1.48,+0.46,2.8,9.4,-6.6,-1.22,-0.29,0,19,0,0,0,40,10,10,50.0,Big-5-European-Leagues,Big5,2022-2023
DoÄan Alemdar,tr TUR,GK,Rennes,fr Ligue 1,19,2002,3,2,225,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,50,73,68.5,1648,1241,9,9,100.0,18,18,100.0,23,46,50.0,0.0,0,1,0,0,0,48,25,0,2,1,0,0,0,0,0,32,2,39,6,60,0,0,4,1,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,1,80,66,0,,0,0,31,0,0,1,37,37,100.0,0,75,25.0,90,2,1,45,7,1.33,4,4,0,0.00,-1.47,3.1,3.7,-0.6,-0.24,-1.30,0,0,0,0,0,7,0,0,,Big-5-European-Leagues,Big5,2022-2023
Carles AleÃ±Ã¡,es ESP,MF,Getafe,es La Liga,24,1998,9,9,685,7.6,1,0,1,0,0,4,0,0.13,0.00,0.13,0.13,0.13,0.4,0.4,0.1,0.5,0.06,0.01,0.07,0.06,0.07,Matches,11,3,27.3,1.45,0.39,0.09,0.33,23.5,0,0.04,+0.6,+0.6,203,261,77.8,3576,782,86,99,86.9,91,103,88.3,20,37,54.1,-0.1,2,23,3,0,18,256,5,0,52,8,6,0,0,0,0,200,21,40,216,32,6,1,2,1,4,8,11,10,1.31,8,0,0,1,0,1,0.13,1,0,0,0,0,0,6,4,3,3,0,0,0.0,11,33,20.5,49,84,28,0,10,11,4,0,340,4,6,55.6,5,0,251,2,11,10,277,250,90.3,28,76,84.6,76,4,0,,0,0.89,7,12,-5,-0.66,+1.50,6.9,8.9,-2.0,-0.27,+0.59,0,21,0,0,0,52,6,9,40.0,Big-5-European-Leagues,Big5,2022-2023
